kiscourseid,title,degree_type,a_level,a_level_subjects,gcse,ib,ib_subjects,url,foundation,sandwich,yearabroad,lower_quartile_salary,median_salary,upper_quartile_salary,university,offer_rate_clean,disciplines
UBAFSHAEES18,Finnish and East European Studies,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-east-european-studies-ba,No,No,Yes,25500,28500,35000,University College London,63,Finnish
UBAFINAFRE18,Finnish and French,BA,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-french-ba,No,No,Yes,25500,28500,35000,University College London,60,Finnish
UBAFINAGER18,Finnish and German,BA,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-german-ba,No,No,Yes,25500,28500,35000,University College London,60,Finnish
UBAFINAHEB18,Finnish and Hebrew,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include Finnish or Hebrew, with no higher level score below 5",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hebrew-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINAHUN18,Finnish and Hungarian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-hungarian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINAITA18,Finnish and Italian,BA,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-italian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINANOR18,Finnish and Norwegian,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-norwegian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINAPOL18,Finnish and Polish,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-polish-ba,No,No,Yes,25500,28500,35000,University College London,63,Finnish
UBAFINAPOR18,Finnish and Portuguese,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-portuguese-ba,No,No,Yes,25500,28500,35000,University College London,60,Finnish
UBAFINAROM18,Finnish and Romanian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-romanian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINARUS18,Finnish and Russian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-russian-ba,No,No,Yes,25500,28500,35000,University College London,63,Finnish
UBAFINASRB18,Finnish and Serbian/Croatian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-serbian-croatian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINASPA18,Finnish and Spanish,BA,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5, to include French grade 6.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-spanish-ba,No,No,Yes,25500,28500,35000,University College London,63,Finnish
UBAFINASWE18,Finnish and Swedish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include a foreign language, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-swedish-ba,No,No,Yes,25500,28500,35000,University College London,63,Finnish
UBAFINAUKR18,Finnish and Ukrainian,BA,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-ukrainian-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFINAYID18,Finnish and Yiddish,BA,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Finnish or Yiddish with no higher level score below 5,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-yiddish-ba,No,No,Yes,25500,28500,35000,University College London,Data Not Available,Finnish
UBAFREAENG18,French and English,BA,AAA,English Literature/English Language and Literature and French grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature and French required at grade 6.",https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-english-ba,No,No,Yes,23000,25500,30000,University College London,76,French
